"review_text","review_status"
"AEG quality 
Works well, quietly.
Very effective, nice design",Approved
"Very quiet, excellent internal light and large easy to use compartments.",Approved
This cooker is just what we wanted. A larger cooking area top and bottom. A sturdy build and controllable gas rings. Nice easy top to clean.,Approved
"This must be one of the worst integrated fridges ever to be made.
All this fridge seems to do is make your food wet. Yeah it has handy little functions like fast freeze and quick chill but the plastic in the fridge is useless and cheap and has already broken and I have only had it since May this year.
There is a flaw in the shallow drawer. The lip where the little wheels run on, is not long enough and both sides have cracked on the edge and on one side it has completely broken off.
I am not sure what other integrated fridges are like, but I would steer well away from this. The freezer is pretty much useless and doesn't fit much food in. Enough food for one person, may be 2 at a squeeze.
Buy this at your peril.",Approved
"I’m 70 years old and bought this just before my wife died. So it’s me using it. The settings are intuitive and thus simple, the results are fabulous. 1600 rpm spin speed is achieved without a hint of vibration or machine movement. The shot of steam feature has made the iron redundant. The Time Saver and Temperature modifications require not a hint of thought. Wonderful product.",Approved
"I have always wanted an AEG gas cooker and this model is everything I had hoped. Efficient, easy to use and really solid. And it looks beautiful. Really looking forward to cooking some spectacular meals on it. No negatives whatsoever.",Approved
"I absolutely loved this product. Large, very spacious. Wonderful! Until it broke down!! My 1st fridge/freezer lasted over 20 years so very disappointed that this only lasted 4 years. Having said that we bought the exact same product this year to replace the ‘dud’. As we really liked the size and we are hopeful that this one lasts more than 4 years.",Approved
Over all great have enjoyed doing the washing would definitely say bye this washing machine,Approved
Easy to use. Fast and clean. The bevel edge gives additional style.,Approved
"Although we like the product features, we have had to have two new replacements (under warranty) within 5 years. We bought AEG because of their reputation for quality, (even though product was more expensive than many others) but, two repairs and two replacement units later our faith in AEG has been shaken! I trust that if anything goes wrong with our latest unit, this will also be sorted out at no cost to us!!!",Approved
This is very well made refrigerator and has a goodb range of options for the shelving making it easy to find an optimal storage solution.,Approved
"After suffering with a (top range) washer dryer for ages it was heaven to get a dryer that didn't overdry, or not even not  dry my clothes. The AGE dryer is perfect on all programmes. Just couldn't be better.",Approved
"Delighted with my new integrated AEG larder refrigerator. It is a great feature in my new kitchen. Good quality, well designed with lots of space.",Approved
I wasn't a fan of these before but I must say I'm really impressed with this induction hob. It's effective and very efficient. I was impressed with how well it evenly distributes and heats the entire pan. It's so much quicker and easier to clean than my old cooker. Definately recommend!,Approved
dafsdfasdf ldfja slkfjdlf awileruawiodfj asdklfsdj.f aseiofawe jsd fld lsdkjf asdlkfjasd lfk.,Approved
"We replaced a previous budget induction hob, the difference is fantastic, especially like the boost function, my opinion is its much better than gas, in fact I think it's more flexible and certainly a lot more safer and stylish.",Approved
"I am delighted with my AEG washing machine so far. It has s range of excellent functions, is quiet, easy to use and efficient. The results are excellent.",Approved
"Five months of use and we are still very pleased with this machine.

Clothes always come out clean and fresh, and the spin cycle does a much better job of rinsing compared to our previous AEG machine (which was pretty good as well). Clothes come out much less damp which aids with drying times.

We find that there are a lot less creases in our clothes after washing, which makes ironing a lot easier. We have yet found a reason to use the steam function to see if that aids ironing further, especially as the normal cycle does a good enough job already.

The machine is fairly quiet, although you can hear a small whizzing sound at times when the rum moves. There is very little movement of the machine during spin cycles.

Functions and settings are clearly displayed and buttons are touch sensitive, apart from on/off switch. This takes getting used to as all of the buttons look the same, and look like they should be pressed rather than touched. We find that the responsiveness of the buttons could be improved, as they can (on rare occasions) either not respond immediately, or cycle through a number of options when you think you have only touched the button once.

Despite the slight issue with buttons, we would recommend this machine based on its wash and rinse performance, as well as noise.",Approved
"Pellentesque a mi est. Aliquam sollicitudin est vehicula lectus scelerisque tempus! Donec vehicula blandit tincidunt. Nulla et ligula risus, faucibus scelerisque dui. Curabitur magna nulla, facilisis eu porttitor et, elementum eget diam. Cras sagittis leo eget dui dignissim in molestie tellus auctor! Sed congue lobortis sem, eget scelerisque tellus sodales placerat! Phasellus feugiat commodo bibendum. Donec odio erat, dictum a tempus commodo, interdum ac nibh. Pellentesque varius iaculis nullam.",Approved
Had my integrated fridge fitted for around 6 weeks now and love it. Only problem (which i also had with my previous fridge) is the moisture the collects on the underside of the glass shelf above the salad drawers.,Approved
"We received this washer one week ago and its waited patiently whilst I redecorated our utility room. After much anticipation and a weeks worth of laundry waiting the time had come to fit this AEG washer. Packaging unwrapped, transport bolts removed, hoses and inlets connected, machine leveled , water turned on, 2L of water poured into the detergent tray as per the instructions, plug in the machine and finally press the On/Off switch for a few seconds -- silence absolutely nothing! So I verify that there is power to the plug, yes the tumble dryer works. I re plug in the AEG and repeat the process with a bit more verve this time and nothing total silence no nice tune to alert me to its awakening..

So yes there's that realisation that with with a weeks worth of laundry and a holiday starting in two days we have a brand new AEG washing machine that's as dead as a Dodo! Not impressed AEG...",Approved
"easy too use.efficent,does what you need too do.does not take up too much room.",Approved
"I bought this Lavazza amoda mio coffee maker after researching quite a few others. Great style, good price from john lewis with added cover. Its easy to use and operate. It does milk as well but my only problem with this you can only put a small amount of milk in container which is a bit annoying but i can overall say, i love this item, its very easy to use.",Rejected
"The hob was very easy to fit to the working surface and the electrician said it was very easy to connect up with no problems.,This hob comes with lots of great features such as child lock automatic shut off if you have a spillage ,slow cooking feature and timer ,very stylish to look at and very easy to keep clean with a high gloss glass panel easy to use controls and quick heat features going from cool to boiling liquids in seconds, you can use this as a slow cooker if needed just set to 1 and leave.A Good set of different size rings to accommodate most modern pan sizes",Approved
Purchased this hob along with a built in oven to replace the two items in our new home. What a great purchase. Who thought so much could be done with a hob. The front left is the largest ring ideal for grill panes etc along with the smallest ring on the front left. To the rear are two rings of similar size. Money well spent.,Approved
This product has fantastic quality coffee. All coffees are great favoured and very tasty.,Approved
I am very pleased with my new hobJust getting used to the speed it heats up.,Approved
"Our new L89499FL washing machine given FOC to us courtesy of AEG has been in daily use over the course of a week. In return we were asked to give an open and honest review.
First impressions are very positive. It's looks are modern and appears to be built to last. The controls are simple and the screen easy to read. It has a comprehensive range of programs each of which can easily be adapted to suit your needs. Selecting the right one for your wash is intuitive and takes little time.
AEG have taken time to think about what people expect from a washing machine in this day and age and have included some great features. A steam function allows you to freshen clothes without actually washing them. We tried it on shirts that hadn't been worn in a long time and afterwords found any mustiness to have disappeared. It also has a woollen program endorsed by Woolmark. This gave confidence that clothes would come out the same size as they went in. We used it twice and on both occasions jumpers came out clean and showed no difference in size once dry.
On the noise front we though our previous AEG machine to be quiet but this one is quieter still. It's barely noticeable on washing and spin cycles. 
Technology is at play in every wash as it automatically adjusts both water and energy needs according to the total weight of clothes (seen on screen). The benefit of this is that you save on household bills. 
Useful touches extend to the time delay function and the timer countdown feature. Being able to set a time, go do something else and have the machine automatically switch on at a set time is a bonus.
It's also nice to see a machine where the loading door opens 180 degrees allowing easy access for getting clothes in and out.
We found it's quickest wash was roughly 20mins @ 30'c. You might only use this once in a while but it's good to know in an emergency. The programs we used most frequently took on average between 1hr 30 to 2hrs depending on program, temperature and time saving functions used. More intense cycles last longer than this.
Over the period of ownership we've thrown all we can at the machine eg delicates, kids clothes, work overalls, dog blankets etc and can honestly say it took them all in it's stride. In short it does what it was engineered to do….give you clean clothes. 
 I would have no problem in recommending it to those looking for a new machine.",Approved
"This machine is so quiet which was my main reason for choosing it. It is in my kitchen and you would not hear it is even in operation unless it is on the last spin. The features are good too and very adjustable to suit in terms of time of programe or temerature, spin speeds ect. I also love the way it weighs the laundry and uses only the water it needs to. I highly recommend this machine",Approved
"This machine is brilliant, it is of a good design and the 9kg drum size is plenty big enough for a family of 5.  It has an excellent touch screen control and is very quiet compared to my old machine.  It washes clothes to a high standard, and you are able to use time saving function to reduce the amount of time taken to wash a normal or slightly soiled load without effecting the wash quality.  ProSense technology means that the machine measures the load of laundry at the start of the wash and will tailor the programme depending on size and fabrics used saving both time and energy.  The steam function also removes the creases out of clothes which saves on ironing time what more can I ask!",Rejected
"With a 9kg drum this can swallow big loads including duvets.  Gives great results and is nice and quiet.  Only wish there was a shorter washing programme available but it seems that nowadays they are all longer than they used to be.  I do find having to wipe the rubber etc to clear away fluff a bit annoying after drying towels but this is the first washer dryer I've had so assume it's part and parcel of a combined machine.  I also like being able to adjust spin speeds,  temperatures and dryness.  The instruction book could be a bit clearer with better English, so it takes a few reads to sink in. However, I would recommend reading it to get the best out of the machine.",Approved
"Well made, easy to store, the two in one feature is ideal,just remove the cleaner from the main handle and you have a second cleaner.",Approved
"Very pleased with our new washing machine. The machine has a modern appearance and a clear display which is easy to use. The Eco and Time Saver function work well and we are saving time (and money) with shorter wash times for smaller loads.It is also very efficient with an A+++ rating minus 30%.The machine is also extremely quiet.
One of the best features is the ""Pro Steam"" function which allows you to refresh hand wash items and also reduce ironing at the same time.  There is also a bonus of a five year guarantee.
A brilliant machine well worth the money.",Approved
"This washing machine looks good, it's sleek, white/chrome appearance was a modern addition to my utility room.   I had this machine installed around two months ago have got to know it well. From washing a duvet to steam freshening a blouse. ""It does what it says on the tin"" without fuss.  
The door handle is an integral part of the door,  unlike other machines, where the handle needs repaired or replaced after family use. The machine is easy to use (for someone who doesn't like to read instructions) it really was a case of turning it on and putting the clothes in.
The machine has the added bonus of ""time save"" on most programs and the steam program makes dry cleaning shirts/blouses a cost of the past.
The clothes leave the machine clean and smelling fresh, and require less ironing.
This washing machine is one of the best I have owned in twenty plus years.",Approved
"Well built cooker, easy controls, shame there was no handle for the grill pan included though!",Approved
Wife and I find design excellent also find cooking and cleaning easy,Approved
"Great design, loads of good features but is really a Zanussi/Hotpoint so quality not what I'd become accustomed to. Ovens wouldn't stay lit and might go out cooking a roast dinner only to come back to the oven an hour later and find a cold dinner! AEG customer Services said it was normal!?!? Rejected back to the supplier - no longer an AEG customer and as my washing machine and Dryer come round, time to look at another brand!",Approved
"Great Washer very quiet when spinning at fast speeds and takes a great load, and wash's prefect.
The only problem that we had was we had to have a call out and we had a wait 12 days before we got an engineer to come out (not a good service), the reason being we had a problem when we 1st used the machine. We followed the instructions and put the machine into its first cleaning wash without any items in the machine after about 10 mins it went into a fault that said the machine had a flood condition. The Engineer had to drain the water out of the flood tray and then put the machine into a 20 min programme this was OK and since then the machine has been OK. You should have a look at the idea of putting the machine into a wash programme without any items in it this could have been our problem",Approved
"excellent cooker easy to use, and keep clean I love the small oven",Approved
"Phasellus auctor dapibus augue, eget dignissim nulla pharetra id. Cras interdum massa massa. Morbi sodales vulputate tincidunt? Aliquam erat volutpat. Nam id felis sit amet justo tempor suscipit eu in erat! Nam tellus massa, consectetur vel consectetur vitae, molestie ac ipsum. Nam ut erat sem, nec placerat elit. Integer nisl nulla, commodo sed accumsan et, adipiscing sit amet felis. Duis ac orci ut turpis tempor condimentum id eget felis? Vestibulum lectus odio, bibendum a fringilla quis metus.",Approved
Great product. Quality goods. Easy to use. Easy installation. Fashionable with kitchen.,Approved
"This blender packs a lot of good features like a glass jug, 6 power settings, removable bottom, low noise. However, it does not feel as strong as it should be even at the highest speed.",Approved
"Maecenas posuere libero nunc, vitae vehicula nulla. Sed consequat urna orci, vel sodales nisi. Nulla condimentum, tellus ut gravida blandit, risus turpis laoreet elit, ac aliquet ante mauris eu lectus. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Phasellus ut elit nisi, at mattis felis. Fusce interdum odio a sapien ultrices eleifend. Integer a metus metus, nec pellentesque nisl. Lorem ipsum dolor sit amet amet.",Approved
"Mauris accumsan, justo sed varius rhoncus, neque odio semper nunc; non semper purus erat quis arcu. Etiam ante lacus, pharetra vel fermentum eu, dictum vitae dui. Nullam sagittis, nisi eget commodo ultrices, lorem dui placerat lectus, blandit porta ligula dolor ac erat. Maecenas quam ligula; venenatis in consectetur nec, vestibulum vitae purus. Suspendisse in aliquam tellus. Quisque leo sapien, aliquam et ultrices eget, euismod a libero. Donec vitae leo ligula. Maecenas elementum faucibus metus.",Approved
"bought this fridge as it was from a reliable manufacturer from which i have all my appliances, the door was easily swapped over by myself but im an engineer so those who are not as dexterous may struggle.I find it large enough for built in unit and am quite pleased with the aesthetics.
however, im struggling to get any cashback which is advertised on this website as offering, id appreciate some guidance in how to achieve this as my emails seem to fall on deaf eyes!",Rejected
"Great size for our family of 4. Easy to use. Ideal having child lock as my small children love 'helping' with the washing. 
Was a good price with £100 cash back offer which I received only 1 week after claiming.",Approved
Saves money and time by the flexibility offered to you and it's speed of performance is first class. The operation of this oven is unbelievably good but the excellent outcomes are there to be seen,Approved
Very easy to use and keep clean with superb build quality.,Approved
"I went off my cooker when I was refused the £100 cashback as I was 2 days late claiming, even though there were no instructions at all how to claim and I had only had it delivered the previous week and claimed the day it was fitted. So any AEG customers Beware claim any cashback immediately, I will not buy from AEG again.",Rejected
It's big and well designed. Just what we were looking for at a reasonable price from a reputable manufacturer.,Approved
I bought this to replace a noisy washing machine where the bearings had gone after 4 years. Went for a better quality machine.  Very quiet spin. Seems well built.,Approved
THE AMOUNT OF SPACE IN THE FRIDGE IS IDEAL AS IS THE FREEZER COMPARTMENT,Approved
I'm quite happy with it and it's quiet compared to the last one I had.,Approved
The device is extremely quiet which is a superb feature for an open living space. I would have preferred an extra compartment under a shelf to store uncooked products separately as I had in my previous fridge freezer,Approved
"Hob failed after two years due to the logic boards. This is the second AEG induction hob that we have had, the first suffered a similar failure. AEG technical department did not help. Certainly would NOT buy another.",Rejected
"This product is excellent appliance, at this price bracket it is well built, plenty of features and storage that can be utilised in a variety or ways. It was installed without any issues.",Approved
I have never owned a washer/dryer before and was very interested to see how I would get on with it.  The first thing that struck me was that the detergent draw is very stiff and doesn't come out easily but I think that this might just me my particular machine.  The control panel  is very easy to read and understand and even though I carefully read all the instructions the touch screen was very intuitive and took no time at all to get used to.  Having used several of the programs I am overall very impressed with the ease and quietness of the machine.  I am a golfer and particularly like the technology program which washes and dries waterproofs. This worked very well and will be very useful.  The loads for washing and drying can not be very large and do take quite a long time but I have tried the time save modes and have again been very pleased with the results.  I love the wool cycle mode even though I was initially a little worried it might spoil my delicate clothes.  If you are looking for a quite and reliable machine with several excellent programs but without needing very large loads to wash and dry this is the machine for you.,Approved
"Very well build, with an overall nice appearance. Very silent which means you can set the delayed start and let it do the work overnight. We noticed that the energy consumption is quite low compared to older appliances. Used it for our synthetic outdoor jackets and the results were great.",Approved
"Very disappointed, defrosted only a week ago and already have a build up of frost",Approved
"Great little dishwater, fantastic clean and love that it comes out all dry!",Approved
Very happy with this new induction hob. Very clean and functional hob and a great replacement for gas hob.,Approved
"I have recently upgraded to the new AEG 7000 series front loading kombi washer dryer L7WB741R. This machine is well designed and extremely user friendly the panel display is LED and easy to read. The machine  boasts a host of many interesting and unique features here are a few that really benefited my laundry experience. DualSense Technology tailors the temperature and motion of the drum to different fabrics and adjusts programmes accordingly. Lower heat and controlled movement mean that everything from delicates to outdoor wear can be carefully washed and dried in one go. 
Another feature is theProSense Technology this automatically adjusts washing and drying times to the size of the load. enabling convenient and economical cycles saving  time, energy and water. Another feature that really helped with my laundry was the Wash and dry mode button choose one comprehensive wash and dry cycle so that clothes are cleaned in one go or you can select separate wash and dry cycles of your choice.
 but my favourite feature on theAEG 7000 series front loading kombi washer dryer L7WB741R Is Woolmark Blue Certification this washer dryer is the only machine on the market to feature Woolmark Blue Certification for both washing and drying processes and can safely wash and dry even the most delicate fabrics such as handwash only woollens, for me this is the ultimate feature from an excellent washer dryer.

THANK YOU AEG",Rejected
A nice looking fridge freezer combo that fits perfectly.,Approved
good - does what it says on the tin very well - but miss 1600 spin - after some washes have to run a second spin,Approved
A great oven and very stylish. Knobs push away neatly but unless your 6ft 3” you struggle to see the oven cooking selections and temperature needs. A transfer kit required to overlay on the main panel is required,Approved
"I was in need of a second washing machine in the house and having already owned an AEG for the past two years there was no arugument as to what I would go for next. I ended up getting AEG Washer Dryer L7WBG741R.
Right from the onset when they wheel the machine into the house you can tell the difference between an average run of mill brand and quality of AEG. Its got a solid base and feel very well made and secure. The pipe that comes with it to attach water inlet is in self the best that I have seen. It contains a small window through which you can see a ball showing if the water is flowing through. No guess work if tap is turned on. Now that is attention to detail that you see in everything in the machine.
One thing you will notice is how quite the machine is, you will only hear a quite wisper when it is a full spin. Otherwise nothing at all .
The buttons and knobs all just work and build quality is as you expect of a German machine.

On this machine intially I found that the touch buttons were a bit sensitive , It felt like they automatically changed by an accidental touch.  My last machine had knobs and so perhaps its my perception. It take a bit of getting used to , once you know how sensitive they are you adapt accordingly.


Overall I am very happy with the brand and having bought at least half a dozen appliances in the last 10 years , the quality of AEG is outstanding.",Rejected
Great choice of programs/temperatures/heat settings & so quiet I hardly know it’s on!!,Approved
"Bought this washer dryer to replace a similar AEG model which had provided many years of satisfactory service, unlike all its predecessors.",Approved
The washer dryer is incredibly quiet and makes laundry day a dream.,Rejected
"This is my first washer dryer and it is very easy to use. Depending on program selection, the display will show the maximum weight and time for washing/drying. The time will automatically adjust depending on the weight of the clothes. The wash & dry cycle is very quiet compared to my old washing machine. You can set this appliance for washing only or drying only. You can also use for washing and drying together but the time for both is very long so I use this setting during the night only. The delay start function is great, it allows you to set the machine for when the washing/drying will start. All in all I am very pleased with this machine.",Approved
"Very good fridge freezer but think AEG haven't quite got the split right for us, fridge too big and freezer not big enough.",Approved
"I was hesitant about swapping to a washer dryer but my sister in law sings the praises of hers and as I was in the market for a new machine and the British weather is a little unreliable, I thought I would give it a go!

This machine in my opinion is a winner.  My favourite feature is what I like to think of the ""Oh no, I was going to wear those jeans tonight"" programme. That moment when you see the jeans in question in the laundry basket an hour before you are meant to leave the house. The machine has a quick wash and dry programme which needs no human involvement and has those jeans ready before you are.

Additionally, there is a gentle, wool friendly hand wash programme which takes care of the children's school jumpers and my delicates at the same time. I was hesitant to trust the dryer with my hand wash items but am pleased to say that there will be no more hanging clothes off of my radiators all winter long.

The machine is also practical and easy to use for my more usual wash loads and economical as it adjusts the time for a cycle based on the size of the load which is great for my energy bills and the environment too.",Approved
"I have never used a washer dryer before and pleasantly pleased with this 7KG model.  It feels as though it's built to last and looks modern too.  The door opens fully to allow easy access to place your laundry.  The control panel is self explanotory and is really easy to use.  It offers the main programmes I would normally look for in a washing machine.  It allows you to select different temperatures and spin speeds separately so you can taylor your washes.  I like to use the 50 degree wash for a slightly hotter wash.   It also has a 'Quick wash' facility which allows you to reduce your wash time in 3 steps.  A 50 degree  cotton wash would take either  1:19, 2.10 or 3:14 minutes.  You  can also add an extra 1 or 2 rinses to certain wash programmes which would increase the duraration of the wash to an approximate 20 minutes.  It also has a 'ProSense load detection' facility which appears to reduce my washes by approximately 10 minutes.  I really like all these features and always use the extra rinse and quick wash on almost all the programmes I use. There is also a 'delay start' button which is great if you want a wash to finish at a time that's best for you.  I am impressed with the 7 KG size which caters really well for a family of  5,  I can even wash a single duvet with ease.   
The 'NonStop 60min' programme is ideal for small loads, wash and dried within the hour, great. You can also use the dryer without washing first too.
My only observation would be the detergent dispenser could be longer for ease of access.
Overall, I'm really pleased with this model and would definitely recommend it",Approved
"It’s just a washer dryer isn’t it? Well actually it’s a bit more – it’s an intelligent washer dryer.

Let me explain…. We need a large capacity machine for those occasional large loads such as duvets and loads of towels after the visitors have gone home. But more likely it’s a small load where you feel a little guilty about the amount of water, detergent and energy used to clean them.

But this is where the intelligence comes in. This machine actually weighs your laundry as you fill the drum and then tells you how much detergent to use and then goes on to reduce the length of the programme, both washing and drying, to match the amount of laundry. Goodbye guilt!

On top of all that this machine cleans the basics brilliantly, has a one hour combined wash and dry programme for those emergencies, and a wonderfully delicate woollens programme. Items we’ve only ever dared hand wash before come out as new.

All in all it looks good, it’s clever and it’s efficient.",Approved
"For years my wife has told me that she needs a separate washer dryer (she's banned me from helping as I get it wrong!) But no longer! We are amazed that the 60 minute wash and dry does what it says on the tin. The clothes are washed brilliantly and are dried completely in this time, so no putting on for extra drying cycles. It is incredibly straight forward and simple to use and looks great at the same time.",Approved
"This is the first time I opt for a washer dryer and I am amazed at the quality of the wash. I had no idea you could get results like this without taking clothes to the dry cleaning. My first load came out so well that I dared entrusting it with one of my favourite evening dresses yesterday. I was anxious as I really didn't want it to fade but  it actually came out better than when I put it in. The color hadn't moved one bit. How does that even work? It's almost like the fabric had returned to when I first bought it. It was all so soft. I was worried I would not really know how to get the best of all its features, but it's all quite self-explanatory really. No headache there.  It is also much quieter than my previous machine which means that I am not worried to disturb the neighbors anymore when doing a load after coming back from work. I feel I got more than my money's worth with this machine, definitely the best I owned.",Rejected
"Being wary of tumble dryers and their potential to damage clothes, using this machine was a revelation. Clothes are dried safely and feel like new. The DualSense feature allows hassle free clothes washing and drying in one easy go.",Approved
"I've only been using this hob for a few weeks but so far it's been great. Compared to my previous ceramic cooker hob it is faster, cleaner and has more functionality. In terms of responsiveness it is like gas but without the smoke. The power boost function boils water amazingly fast and the bridging function works great with a 28cm saute pan.",Approved
"Brilliant hob easy to use and clean which are the most important things lets be honest. heats up super fast and cooks food evenly even better than gas your food stays in the pan and not bubbling out all over the hob .
The hob to hood function is brilliant feature it’s turns on your extractor hood for you if it’s has the same function its a great feature to have.
10/10 and I don’t rate stuff lightly very fussy.",Approved
AEG have delivered a machine that apart from being solid in quality and build is the most efficient and clever machine I have ever used. I love the wash and dry cycle that uses its clever energy efficient technology to adjust to the size of the load.  Really pleased with this machine.,Approved
"Wow what a machine , Wash to dry in just 60mins and it actually does ! Saves me so much time with my children's school uniform.

I used to use the same programme for every wash on my old machine since i've been using my new AEG i vary all the cycles and it really does make a difference to my clothes i am sure they will last longer.

The steam cycle that takes 30 mins really helps getting wrinkles out of sheets no more ironing hooray !!  Ive even put my dry clean only coat into the steam programme it smelt musty and its now fresh it had no damage to it very gentle.

Its quiet whilst running has a count down timer which is handy also nice it beeps to tell me when its done.

The large drum packs a punch squeezed my duvet in and it came out clean.

Only thing i would be handy is a quicker wash i don;t always want to wash and dry. the time reduce is handy but sometimes still a little too long.

Would i buy AEG again YES I WOULD !",Approved
After our kitchen extension we were recommended to buy AEG appliances by our kitchen designer. Up to that point we had never come across a warming drawer but we could see the advantages of having one available. I make my own bread so having a place to prove the dough separate from the oven is a big timesaver and gets good results fast.,Approved
"very easy to set up from delivery, only 3 shipping bolts and connect and its all up and running. Wash programmes are very good and customisable with 2 x shorter options. Tumble dryer better than I thought it was going to be as olders machines used to take ages to dry. Overall a very good all rounder with some great features and silent running even on 1600 spin, very impressed",Approved
I have had washer/dryers in the past but nothing I've had compares to the quality of this one it is a piece of art the way it was designed down to the way it washes and dries the clothes I would recommend this to anyone even my grandma is amazed by the high quality of it that she has ordered one for herself .,Approved
"The drier replaced my old one which expired after 16 years. This one is luxury for me, choice of programs makes it very flexible for all types of clothes. Very pleased with my purchase.",Approved
"i have had this machine for almost 5 weeks and it replaced my 3year old AEG Protea Plus. i have nothing but praise for the performance of this truly amazing machine.  First the it has almost the same measurements as the Protea but possesses a 9kg drum instead. This means it slotted on the same spot perfectly. Easy to connect to the water and drain outlets; i very much like the intelligent capabilities of the machine. It has weighing and fabric sensors and will determine the length of a wash. The keys are very responsive by easy touch. For a washer/dryer it is very smooth and quite.  Packed with programmes enabling one a wide option for different fabrics, The 1600 RPM spin leave my clothes almost dry. I have not used the dryer much as the weather has been good, but the few times i have used it i have been very impressed by its ability to adjust to cycles. I particularly like the steaming programme. It means i don't have to worry about ironing my hard dry jeans and cottons anymore. Overall this is the best machine i have owned, and it does all it says. Phenomenal !!",Approved
"For a freestanding machine, the aesthetics of this machine are easy on the eye. It's beautiful design and sleek lines sit perfectly in my contemporary kitchen! 

The control panel is intuitive and responsive - which leads me to star feature no 1 , the ability to cancel a programme mid-way through if you change your mind and want to run a different one. 

The second shining attribute of this model was the genius Non-Stop Rapid 60 option which is perfect for a small load that you just need washed and dried within an hour - an absolute godsend.  

Third and by no means least is the steam setting which has proven very useful for invigorating the pile on delicate knitwear or indeed just freshening-up any garment . 

A special mention should also be given to the choice of drying settings which has taken the guesswork out of tumble drying. No more bone dry laundry that takes an age to iron! 

My only negative would be that this machine is a little noiser than my old machine when on full spin. That said, my last one was integrated so maybe that's why...",Approved
AEG L7WEE965R washer/dryer comes with a wider door that our old machine making it easier to see what is going on. The 9kg maximum wash load and wide door come in handy for duvets and the maximum drying load is 6kg. The machine automatically adjusts the washing and drying time to the size of the load giving an estimated completion time. This washer/drier has a useful program called nonstop 60 minutes in which it washes and then also dries a load automatically.,Approved
"The A.E.G. L7WEE965R washer/dryer is a technologically advanced machine that is pleasantly easy to use. It has a solid ‘well built’ feel, with all the controls operating with a precise action. When in use the machine is very quiet, and the powerful 1600 spin speed is almost vibration free. The numerous programmes cater for all types of washing and drying by weighing the clothing in order to calculate the best wash time and amount of water needed for that particular load. 
The user also has the ability to vary the set programmes with the use of the quick wash and wash temperature adjustment buttons, allowing for a personalised wash-dry for individual needs.
As a previous A.E.G. washer and dryer owner, I was surprised and pleased how this machine successfully combined the two. A very nice washer/dryer.",Approved
"We have owned this machine for approximatly 6 weeks 
and can only say that I am impressed by it's performance,
there are a good variety of programmes, including stain removal, 
pre-wash and delay programmes which have covered
all my familys needs, the most commonly used one being the cotton 
programme where I use 60°C for whites and 40°C for colours.
I particularly like the weighing scales which appear to be more intelligent than my previous machine, simply load the machine, select the programme, hit the start buttonand the machine automatically weighs the washing and then sets the time to efficiently complete the wash.
The machine has a maximum load capacity of 9KG 
(on certain programmes) and a maximum spin speed of 1600RPM
which removes more water than most machines.
There are three automatic drying modes available,
extra dry, cupboard dry or iron dry and the option 
of setting the drying time manually is also available.
The machine is very quiet in operation even when it is spinning at the max speed which is a massive bonus particularly when it is located in the kitchen.
As modern homes get smaller the advantage of owning a combination machine is also a great space saver
The downside of this machine, well I haven't found one.",Approved
Excellent product and quality is great. Really pleased with our purchase. Would definitely recommend,Approved
